strategy,symbol,timeframe,n_trades,win_rate,total_return,cagr,sharpe,sortino,max_dd,profit_factor,avg_win,avg_loss,final_capital
EMA_Cross,USDCHF,H1,142,31.69,-56.2,-80.92,-4.3524,-5.6604,-57.1,0.51,0.2503,0.2185,4380.39
EMA_Cross,GBPUSD,H1,142,35.21,-54.62,-79.52,-4.434,-5.8788,-59.36,0.58,0.1937,0.2068,4538.02
RSI,GBPJPY,H1,78,39.74,-47.85,-72.93,-4.448,-5.2342,-48.63,0.4,0.1845,0.2757,5214.71
MACD,NZDUSD,H1,233,36.05,-62.4,-85.96,-4.4772,-6.2139,-63.62,0.62,0.2963,0.2594,3759.74
Parabolic_SAR,GBPUSD,H1,271,39.48,-61.88,-85.56,-4.4972,-6.3032,-63.38,0.64,0.1881,0.1889,3811.96
Bollinger,GBPAUD,H1,170,46.47,-55.41,-80.23,-4.4989,-6.1208,-57.34,0.56,0.1567,0.2238,4458.83
Stochastic,GBPAUD,H1,220,47.27,-63.27,-86.6,-4.5177,-6.4373,-63.89,0.66,0.1859,0.2403,3673.09
RSI,BTCUSD,H1,119,35.29,-60.03,-83.97,-4.532,-5.4592,-60.32,0.45,1.2537,1.3429,3996.63
EMA_Cross,EURAUD,H1,146,38.36,-56.25,-80.96,-4.5428,-5.1174,-58.96,0.51,0.1823,0.2229,4375.46
MACD,LTCUSD,H1,349,34.1,-79.41,-95.73,-4.6203,-6.3885,-79.88,0.58,1.348,1.1902,2058.8
RSI,USDCAD,H1,83,32.53,-52.38,-77.44,-4.7581,-5.4192,-53.18,0.41,0.1419,0.1633,4762.07
Stochastic,BTCUSD,H1,289,43.25,-78.44,-95.32,-4.7733,-6.4383,-78.41,0.57,1.0469,1.2998,2156.14
Parabolic_SAR,NZDUSD,H1,290,37.24,-72.95,-92.75,-4.8444,-7.2365,-74.07,0.55,0.2894,0.266,2705.11
Parabolic_SAR,USDJPY,H1,255,35.29,-73.29,-92.93,-4.8786,-7.5747,-74.54,0.63,0.1964,0.1682,2671.04
EMA_Cross,NZDJPY,H1,154,34.42,-58.11,-82.56,-4.9008,-5.9589,-59.49,0.5,0.2617,0.2682,4189.05
MACD,ETHUSD,H1,302,34.77,-78.62,-95.4,-4.9172,-6.7552,-79.31,0.53,1.5132,1.351,2137.95
Swing_SR,USDCAD,H1,60,40.0,-33.63,-56.07,-4.9412,-8.6749,-34.88,0.37,0.1408,0.2241,6637.28
MACD,AUDJPY,H1,230,36.96,-66.48,-88.85,-4.9734,-6.3516,-69.96,0.61,0.2628,0.2667,3351.68
EMA_Cross,LTCUSD,H1,206,31.07,-76.32,-94.36,-5.0023,-5.9098,-77.27,0.46,1.2086,1.295,2367.91
Stochastic,NZDUSD,H1,255,41.18,-72.1,-92.28,-5.07,-6.5068,-72.35,0.6,0.2819,0.3159,2789.79
EMA_Cross,GBPAUD,H1,143,36.36,-63.31,-86.63,-5.1135,-6.0493,-65.53,0.46,0.1951,0.2303,3669.05
Stochastic,USDJPY,H1,227,40.97,-68.62,-90.23,-5.1419,-7.3685,-69.64,0.63,0.1936,0.2145,3138.43
Bollinger,ETHUSD,H1,219,39.27,-76.61,-94.5,-5.162,-7.7661,-77.02,0.45,1.3224,1.6469,2338.89
RSI,EURGBP,H1,64,39.06,-46.63,-71.64,-5.2643,-7.8254,-47.43,0.36,0.1057,0.1816,5336.84
MACD,NZDJPY,H1,230,34.35,-69.73,-90.91,-5.354,-6.739,-71.1,0.55,0.2591,0.254,3026.84
Parabolic_SAR,AUDJPY,H1,274,37.96,-73.32,-92.95,-5.4677,-6.6433,-74.77,0.59,0.2586,0.2638,2667.6
Parabolic_SAR,BTCUSD,H1,324,39.2,-82.98,-97.08,-5.5159,-7.6282,-83.08,0.56,1.092,1.1371,1702.28
Parabolic_SAR,LTCUSD,H1,348,34.2,-85.3,-97.82,-5.5523,-7.5883,-85.89,0.5,1.2844,1.2628,1470.41
MACD,USDCAD,H1,243,36.21,-70.04,-91.1,-5.5807,-6.9641,-71.54,0.57,0.1245,0.1254,2995.95
Stochastic,USDCHF,H1,230,38.7,-72.56,-92.54,-5.8348,-8.1031,-72.53,0.56,0.2191,0.2377,2743.59
MACD,BTCUSD,H1,336,36.01,-82.96,-97.08,-5.8428,-7.4099,-82.85,0.55,1.0648,1.0639,1704.03
Parabolic_SAR,USDCAD,H1,290,37.24,-78.02,-95.22,-5.8771,-7.6423,-79.27,0.53,0.1332,0.1397,2197.73
MACD,EURAUD,H1,242,35.95,-75.93,-94.26,-6.141,-8.7459,-76.84,0.49,0.1784,0.2024,2407.31
Bollinger,CADJPY,H1,172,41.86,-67.29,-89.38,-6.1425,-9.2772,-67.29,0.46,0.1491,0.2126,3271.02
Bollinger,USDCAD,H1,175,37.14,-70.49,-91.36,-6.3898,-9.4015,-71.27,0.45,0.1231,0.1459,2951.31
EMA_Cross,EURCHF,H1,133,36.09,-68.03,-89.86,-6.3947,-8.0658,-68.47,0.34,0.1031,0.1603,3196.68
Parabolic_SAR,NZDJPY,H1,275,35.27,-80.6,-96.28,-6.4314,-9.1004,-81.17,0.49,0.246,0.2592,1939.69
MACD,USDJPY,H1,266,30.08,-80.25,-96.14,-6.4422,-9.4685,-80.54,0.51,0.1898,0.1518,1974.69
Parabolic_SAR,EURAUD,H1,297,37.04,-81.62,-96.66,-6.8372,-8.617,-83.28,0.49,0.1778,0.1942,1837.54
Bollinger,BTCUSD,H1,223,34.98,-84.9,-97.7,-6.8398,-10.1462,-84.88,0.38,1.0723,1.2476,1509.73
Bollinger,EURJPY,H1,162,40.74,-70.03,-91.09,-6.85,-10.5992,-70.19,0.44,0.138,0.2028,2996.91
EMA_Cross,GBPCHF,H1,164,32.32,-75.71,-94.16,-6.8609,-7.5621,-76.6,0.37,0.1506,0.1867,2429.21
MACD,GBPAUD,H1,242,33.88,-76.29,-94.44,-6.9971,-9.5717,-78.63,0.5,0.1897,0.1899,2370.71
Parabolic_SAR,GBPAUD,H1,274,37.23,-82.39,-96.94,-7.101,-9.0199,-83.82,0.46,0.1809,0.2113,1760.87
MACD,CADJPY,H1,242,33.06,-80.84,-96.37,-7.1013,-9.0724,-80.96,0.47,0.168,0.185,1916.33
Stochastic,USDCAD,H1,221,36.65,-79.48,-95.84,-7.1618,-9.9387,-80.56,0.51,0.1324,0.1541,2051.52
Stochastic,EURCHF,H1,221,45.7,-79.06,-95.66,-7.2156,-9.5533,-78.72,0.49,0.105,0.1763,2093.57
Stochastic,GBPJPY,H1,220,43.64,-80.08,-96.08,-7.242,-10.6771,-80.58,0.43,0.1704,0.2594,1992.11
EMA_Cross,EURGBP,H1,155,34.84,-77.22,-94.86,-7.3278,-8.226,-77.48,0.29,0.0818,0.1438,2277.94
Stochastic,CADJPY,H1,226,38.05,-80.66,-96.3,-7.4293,-10.7154,-80.78,0.48,0.1976,0.2297,1934.47
MACD,EURJPY,H1,242,37.19,-78.34,-95.36,-7.4915,-10.2393,-78.69,0.48,0.1446,0.1768,2166.1
Stochastic,EURJPY,H1,225,42.67,-79.52,-95.85,-7.5693,-11.5131,-79.68,0.46,0.1616,0.2186,2047.82
Stochastic,EURGBP,H1,191,43.98,-77.07,-94.79,-7.79,-10.8445,-77.07,0.43,0.0849,0.1602,2293.49
Bollinger,GBPCHF,H1,197,37.06,-76.49,-94.53,-7.8288,-10.1958,-76.27,0.36,0.1039,0.1661,2351.35
Stochastic,GBPCHF,H1,207,43.0,-74.78,-93.7,-7.974,-10.8938,-74.78,0.53,0.1488,0.2128,2522.47
Bollinger,GBPJPY,H1,169,35.5,-78.42,-95.39,-8.4519,-12.6046,-78.39,0.36,0.1438,0.2278,2157.63
Bollinger,EURCHF,H1,176,36.36,-76.91,-94.72,-8.4961,-10.6307,-76.81,0.36,0.0873,0.1422,2309.43
MACD,GBPCHF,H1,260,29.62,-90.67,-99.14,-9.3113,-12.1293,-90.81,0.38,0.1428,0.1774,932.6
MACD,GBPJPY,H1,269,31.97,-90.96,-99.2,-9.3711,-11.5349,-91.06,0.38,0.1625,0.2141,904.47
Parabolic_SAR,CADJPY,H1,274,34.31,-89.37,-98.89,-9.514,-11.905,-89.8,0.46,0.1505,0.2069,1062.96
MACD,EURCHF,H1,265,30.94,-92.57,-99.46,-9.6742,-11.6438,-92.57,0.35,0.1037,0.1445,742.64
Parabolic_SAR,GBPJPY,H1,279,36.2,-90.34,-99.08,-10.0995,-13.2927,-90.45,0.37,0.1547,0.233,965.62
Bollinger,EURGBP,H1,176,33.52,-80.61,-96.28,-10.3448,-12.6749,-81.04,0.23,0.0643,0.1296,1938.56
Parabolic_SAR,GBPCHF,H1,288,29.17,-93.98,-99.64,-10.6,-13.3475,-94.19,0.34,0.1498,0.1879,602.09
Parabolic_SAR,EURJPY,H1,277,34.3,-90.38,-99.09,-10.6246,-13.6454,-90.74,0.36,0.1403,0.1912,961.91
MACD,EURGBP,H1,286,28.32,-95.94,-99.84,-11.8812,-13.2654,-95.99,0.27,0.0796,0.132,406.38
Parabolic_SAR,EURCHF,H1,282,29.43,-95.32,-99.79,-11.9436,-14.1732,-95.45,0.31,0.1046,0.1581,468.37
Parabolic_SAR,EURGBP,H1,293,30.03,-96.23,-99.86,-13.862,-17.4575,-96.23,0.25,0.0847,0.1423,377.09
