strategy,symbol,timeframe,n_trades,win_rate,total_return,cagr,sharpe,sortino,max_dd,profit_factor,avg_win,avg_loss,final_capital
Swing_SR,USDCAD,H1,60,40.0,-4.59,-9.0,-4.1678,-4.9481,-5.04,0.42,0.1408,0.2241,9540.78
MACD,LTCUSD,H1,351,34.19,-68.89,-90.27,-4.2728,-5.2251,-69.55,0.6,1.3501,1.1916,3111.07
EMA_Cross,GBPUSD,H1,145,35.86,-8.56,-16.44,-4.3306,-5.0607,-9.52,0.54,0.1977,0.2064,9143.85
EMA_Cross,GBPAUD,H1,146,37.67,-9.6,-18.33,-4.3822,-4.88,-10.13,0.52,0.1984,0.2303,9040.15
Parabolic_SAR,EURJPY,D1,14,7.14,-9.51,-18.17,-4.386,-4.7926,-9.51,0.08,0.9057,0.834,9049.3
Parabolic_SAR,BTCUSD,H1,328,39.02,-59.48,-83.52,-4.3965,-6.3024,-59.64,0.62,1.0849,1.133,4052.4
Stochastic,USDJPY,H1,229,41.05,-10.24,-19.49,-4.4386,-5.7317,-10.5,0.63,0.1939,0.2146,8976.05
EMA_Cross,USDCHF,H1,146,30.82,-10.35,-19.69,-4.4876,-4.4216,-10.52,0.5,0.2503,0.2193,8965.18
EMA_Cross,EURJPY,H1,140,40.0,-8.58,-16.48,-4.4876,-4.7182,-8.8,0.47,0.1437,0.2024,9141.56
MACD,ETHUSD,H1,304,34.54,-67.82,-89.6,-4.5184,-5.9459,-68.48,0.57,1.5132,1.3483,3217.72
RSI,USDCAD,H1,83,32.53,-5.19,-10.13,-4.5714,-4.6461,-5.27,0.42,0.1419,0.1633,9481.48
Parabolic_SAR,GBPUSD,H1,272,39.71,-10.09,-19.22,-4.5876,-5.8841,-10.28,0.65,0.1889,0.1889,8990.91
Bollinger,ETHUSD,H1,225,38.67,-68.1,-89.77,-4.653,-5.6282,-68.66,0.48,1.3144,1.6319,3190.22
Parabolic_SAR,AUDJPY,H1,277,38.27,-16.2,-29.86,-4.768,-5.7474,-16.69,0.61,0.2601,0.2639,8380.07
EMA_Cross,NZDJPY,H1,156,34.62,-12.48,-23.48,-4.7965,-5.0547,-12.93,0.51,0.2617,0.2687,8751.75
Parabolic_SAR,NZDUSD,H1,292,36.99,-16.35,-30.1,-4.8004,-7.1428,-17.08,0.63,0.2894,0.2661,8365.48
RSI,EURGBP,H1,64,39.06,-4.35,-8.54,-4.9181,-6.9837,-4.48,0.37,0.1057,0.1816,9565.07
Stochastic,NZDUSD,H1,257,41.25,-16.48,-30.32,-5.0206,-6.6728,-16.63,0.62,0.2819,0.3162,8352.47
MACD,AUDJPY,H1,233,36.91,-15.24,-28.24,-5.0761,-6.1757,-16.27,0.58,0.2624,0.2654,8475.9
EMA_Cross,LTCUSD,H1,210,30.95,-67.01,-89.07,-5.1452,-5.5491,-68.0,0.41,1.2137,1.2953,3299.22
Bollinger,CADJPY,H1,172,41.86,-10.03,-19.11,-5.1623,-8.1528,-10.03,0.5,0.1491,0.2126,8997.18
MACD,USDJPY,H1,269,30.11,-12.38,-23.29,-5.4805,-7.3325,-12.5,0.54,0.1903,0.152,8762.41
Parabolic_SAR,LTCUSD,H1,351,34.19,-76.04,-94.23,-5.5059,-6.9027,-76.77,0.5,1.2774,1.266,2395.83
Stochastic,USDCHF,H1,231,38.96,-13.07,-24.5,-5.5066,-8.0829,-13.05,0.58,0.2175,0.2377,8693.23
MACD,BTCUSD,H1,337,35.91,-64.28,-87.18,-5.5346,-7.0989,-64.14,0.58,1.0648,1.0617,3572.27
MACD,USDCAD,H1,245,36.73,-7.84,-15.12,-5.5444,-6.9152,-8.1,0.58,0.1254,0.1254,9215.52
MACD,NZDJPY,H1,235,34.04,-16.97,-31.15,-5.5561,-6.4951,-17.41,0.53,0.2583,0.2527,8303.1
Bollinger,BTCUSD,H1,226,34.51,-63.97,-86.96,-5.6495,-8.0952,-63.93,0.45,1.0723,1.2412,3603.2
Stochastic,EURJPY,H1,225,42.67,-11.96,-22.55,-5.6621,-8.2683,-12.05,0.55,0.1616,0.2186,8804.4
Bollinger,USDCAD,H1,175,37.14,-7.75,-14.95,-5.822,-8.8645,-7.95,0.5,0.1231,0.1459,9224.76
MACD,EURAUD,H1,249,35.74,-15.26,-28.28,-5.8478,-7.1699,-15.54,0.49,0.1782,0.2023,8473.7
Bollinger,EURJPY,H1,162,40.74,-9.87,-18.83,-5.8806,-8.294,-9.95,0.47,0.138,0.2028,9012.5
Parabolic_SAR,EURAUD,H1,299,36.79,-15.91,-29.37,-6.0067,-7.2831,-16.62,0.53,0.1778,0.1948,8408.88
Stochastic,CADJPY,H1,226,38.05,-14.12,-26.33,-6.0622,-8.5745,-14.14,0.53,0.1976,0.2297,8587.61
Parabolic_SAR,USDCAD,H1,296,37.5,-10.66,-20.25,-6.1053,-7.4435,-11.04,0.56,0.1317,0.1398,8933.99
EMA_Cross,EURCHF,H1,134,35.82,-8.48,-16.29,-6.1785,-7.089,-8.54,0.36,0.1031,0.1604,9152.02
Parabolic_SAR,NZDJPY,H1,277,35.74,-19.73,-35.67,-6.1838,-8.86,-20.03,0.52,0.245,0.2592,8026.61
Stochastic,GBPJPY,H1,220,43.64,-14.68,-27.29,-6.2064,-8.9073,-14.89,0.51,0.1704,0.2595,8531.71
Stochastic,USDCAD,H1,223,36.77,-10.43,-19.83,-6.4075,-8.2064,-10.78,0.5,0.1311,0.1542,8957.29
Parabolic_SAR,GBPAUD,H1,275,37.09,-16.61,-30.55,-6.4309,-8.3826,-17.29,0.5,0.1809,0.2113,8338.85
MACD,GBPAUD,H1,243,34.16,-13.67,-25.55,-6.521,-9.7593,-14.51,0.52,0.1897,0.1899,8632.92
EMA_Cross,GBPCHF,H1,172,31.98,-12.71,-23.88,-6.5226,-7.0695,-12.99,0.38,0.1521,0.1875,8728.99
Stochastic,EURCHF,H1,221,45.7,-10.03,-19.11,-6.5307,-9.2655,-9.92,0.5,0.105,0.1763,8997.07
MACD,CADJPY,H1,243,33.33,-15.01,-27.84,-6.7623,-8.5647,-15.04,0.46,0.1699,0.185,8499.24
MACD,EURJPY,H1,243,37.45,-12.76,-23.96,-6.793,-8.7091,-12.9,0.49,0.1457,0.1768,8723.9
Bollinger,GBPCHF,H1,197,37.06,-12.23,-23.03,-7.1682,-9.2126,-12.16,0.37,0.1039,0.1661,8777.14
Stochastic,GBPCHF,H1,208,43.27,-11.02,-20.89,-7.2563,-10.5177,-11.02,0.54,0.1497,0.2128,8897.95
EMA_Cross,EURGBP,H1,158,34.81,-9.85,-18.79,-7.2569,-8.4277,-9.89,0.3,0.0817,0.1442,9015.01
Bollinger,GBPJPY,H1,169,35.5,-14.99,-27.82,-7.5485,-9.8802,-14.95,0.35,0.1438,0.2278,8500.87
Bollinger,EURCHF,H1,176,36.36,-9.84,-18.78,-7.6031,-9.837,-9.82,0.35,0.0873,0.1422,9015.56
Stochastic,EURGBP,H1,193,44.04,-9.6,-18.34,-7.6516,-10.3522,-9.6,0.42,0.0855,0.1606,9039.96
MACD,GBPJPY,H1,278,32.01,-22.74,-40.41,-8.437,-9.9373,-22.81,0.37,0.1629,0.2129,7726.26
Parabolic_SAR,CADJPY,H1,277,34.3,-20.77,-37.33,-8.567,-10.0458,-21.08,0.39,0.1525,0.2072,7922.63
MACD,GBPCHF,H1,266,28.95,-20.36,-36.67,-9.1276,-11.5346,-20.46,0.33,0.1428,0.1784,7964.29
Parabolic_SAR,GBPJPY,H1,281,36.65,-22.6,-40.2,-9.2617,-11.2253,-22.67,0.39,0.1546,0.233,7740.02
Parabolic_SAR,EURJPY,H1,278,34.17,-19.53,-35.34,-9.5977,-11.6436,-19.78,0.38,0.1403,0.1913,8046.95
MACD,EURCHF,H1,266,30.83,-16.6,-30.54,-9.7554,-12.6295,-16.6,0.32,0.1037,0.1447,8339.65
Bollinger,EURGBP,H1,176,33.52,-10.76,-20.43,-9.8362,-11.5437,-10.91,0.25,0.0643,0.1296,8923.58
Parabolic_SAR,GBPCHF,H1,293,29.01,-23.28,-41.25,-9.9285,-12.1864,-23.5,0.33,0.1505,0.1887,7671.83
Parabolic_SAR,EURCHF,H1,285,29.82,-20.32,-36.62,-11.489,-13.6251,-20.52,0.28,0.1045,0.1579,7967.5
MACD,EURGBP,H1,289,28.72,-18.64,-33.9,-11.6527,-13.5102,-18.72,0.25,0.0796,0.1321,8135.81
Parabolic_SAR,EURGBP,H1,294,30.27,-19.41,-35.15,-13.3305,-16.9247,-19.41,0.26,0.0856,0.1423,8059.22
